,Neighbourhood,year,description,count
2235,Jamaica Plain,2022.0,Unsafe and Dangerous,1
2236,Jamaica Plain,2023.0,Building or Use of Premise req,2
2237,Jamaica Plain,2023.0,Circuit Directory ot Circuit Description,1
2238,Jamaica Plain,2023.0,Failed to comply w permit term,2
2239,Jamaica Plain,2023.0,Failure to Obtain Permit,7
2240,Jamaica Plain,2023.0,Failure to comply w permits,1
2241,Jamaica Plain,2023.0,Garages ,1
2242,Jamaica Plain,2023.0,Maintenance,5
2243,Jamaica Plain,2023.0,Periodic Inspections,1
2244,Jamaica Plain,2023.0,Protection of Adj. Property,2
2245,Jamaica Plain,2023.0,Unsafe Structures,6
2246,Jamaica Plain,2023.0,Unused openings,1
2247,Jamaica Plain,2024.0,Common area branch circuits,1
2248,Jamaica Plain,2024.0,Deteriorating Agents,1
2249,Jamaica Plain,2024.0,Failed to comply w permit term,2
2250,Jamaica Plain,2024.0,Failure to Obtain Permit,9
2251,Jamaica Plain,2024.0,Locks and Latches,1
2252,Jamaica Plain,2024.0,Maintenance,6
2253,Jamaica Plain,2024.0,Maintenance of Means of Egress,1
2254,Jamaica Plain,2024.0,Testing & Certification,1
2255,Jamaica Plain,2024.0,Unsafe Structures,2
2256,Mattapan,2010.0,Building or Use of Premise req,2
2257,Mattapan,2010.0,Certificate of Inspection,2
2258,Mattapan,2010.0,Deteriorating Agents,1
2259,Mattapan,2010.0,Disconnecting Means Service,1
2260,Mattapan,2010.0,Door Locks,1
2261,Mattapan,2010.0,Egress,1
2262,Mattapan,2010.0,Failure to secure permit,10
2263,Mattapan,2010.0,Fire Partitions,2
2264,Mattapan,2010.0,Fire Protection Systems,1
2265,Mattapan,2010.0,Guarding of Live Ports,1
2266,Mattapan,2010.0,Inspections,10
2267,Mattapan,2010.0,Maintenance,9
2268,Mattapan,2010.0,Mechanical Execution of Work,1
2269,Mattapan,2010.0,Permits to perform gas fitting,2
2270,Mattapan,2010.0,Pull & Junction Boxes,1
2271,Mattapan,2010.0,Right of Entry,3
2272,Mattapan,2010.0,Securing and Supporting,1
2273,Mattapan,2010.0,Unsafe & Dangerous,2
2274,Mattapan,2010.0,Unsafe Maintenance,3
2275,Mattapan,2010.0,Unsafe Structure,1
2276,Mattapan,2010.0,Unsafe Structures,2
2277,Mattapan,2010.0,Unsafe and Dangerous,9
2278,Mattapan,2011.0,Application for Permit,1
2279,Mattapan,2011.0,Building or Use of Premise req,6
2280,Mattapan,2011.0,Certificate of Inspection,1
2281,Mattapan,2011.0,Compliance with Permit,1
2282,Mattapan,2011.0,Egress,1
2283,Mattapan,2011.0,Electrical Work w/out a Permit,1
2284,Mattapan,2011.0,Emergency Escape,1
2285,Mattapan,2011.0,Failure to Obtain Permit,9
2286,Mattapan,2011.0,Failure to Secure Permit,1
2287,Mattapan,2011.0,Failure to remove or make,1
2288,Mattapan,2011.0,Failure to secure permit,7
2289,Mattapan,2011.0,Guarding of Live parts,1
2290,Mattapan,2011.0,Inspections,1
2291,Mattapan,2011.0,Maintenance,8
2292,Mattapan,2011.0,Principle #18,1
2293,Mattapan,2011.0,Right of Entry,6
2294,Mattapan,2011.0,Unsafe & Dangerous,3
2295,Mattapan,2011.0,Unsafe Maintenance,2
2296,Mattapan,2011.0,Unsafe Structures,1
2297,Mattapan,2011.0,Unsafe and Dangerous,14
2298,Mattapan,2012.0,Building or Use of Premise req,1
2299,Mattapan,2012.0,Certificate of Occupancy,2
2300,Mattapan,2012.0,Emergency Escape,1
2301,Mattapan,2012.0,Failure to Obtain Permit,13
2302,Mattapan,2012.0,Failure to Secure Permit,1
2303,Mattapan,2012.0,Failure to secure permit,1
2304,Mattapan,2012.0,Maintenance,8
2305,Mattapan,2012.0,Permits,1
2306,Mattapan,2012.0,Protection of Adj. Property,1
2307,Mattapan,2012.0,Right of Entry,8
2308,Mattapan,2012.0,Unsafe & Dangerous,6
2309,Mattapan,2012.0,Unsafe Structures,1
2310,Mattapan,2012.0,Unsafe and Dangerous,14
2311,Mattapan,2013.0,Building or Use of Premise req,3
2312,Mattapan,2013.0,Deteriorating Agents,1
2313,Mattapan,2013.0,Electrical Connections,1
2314,Mattapan,2013.0,Exits Maintained,1
2315,Mattapan,2013.0,Failure to Obtain Permit,15
2316,Mattapan,2013.0,Failure to Secure Permit,4
2317,Mattapan,2013.0,Failure to secure permit,1
2318,Mattapan,2013.0,Locks and Latches,1
2319,Mattapan,2013.0,Maintenance,1
2320,Mattapan,2013.0,Periodic Inspections,1
2321,Mattapan,2013.0,Right of Entry,3
2322,Mattapan,2013.0,Unsafe & Dangerous,1
2323,Mattapan,2013.0,Unsafe and Dangerous,14
2324,Mattapan,2013.0,Working Space,1
2325,Mattapan,2014.0,Certificate of Occupancy,1
2326,Mattapan,2014.0,Failure to Obtain Permit,11
2327,Mattapan,2014.0,Failure to Secure Permit,3
2328,Mattapan,2014.0,Permits,2
2329,Mattapan,2014.0,Right of Entry,2
2330,Mattapan,2014.0,Unsafe and Dangerous,14
2331,Mattapan,2015.0,Certificate of Inspection,1
2332,Mattapan,2015.0,Emergency Escape,1
2333,Mattapan,2015.0,Failed to comply w permit term,2
2334,Mattapan,2015.0,Failure to Obtain Permit,13
2335,Mattapan,2015.0,Failure to Secure Permit,2
2336,Mattapan,2015.0,Locks and Latches,1
2337,Mattapan,2015.0,Maintenance,4
2338,Mattapan,2015.0,Minimum Number of Exits,1
2339,Mattapan,2015.0,No use of premises permit:,1
2340,Mattapan,2015.0,Reg. of Construction Hour,1
2341,Mattapan,2015.0,Right of Entry,2
2342,Mattapan,2015.0,Unsafe and Dangerous,26
2343,Mattapan,2016.0,Emergency Escape & Rescue,1
2344,Mattapan,2016.0,Failure to Obtain Permit,13
2345,Mattapan,2016.0,Flex cords/cables not permited,3
2346,Mattapan,2016.0,Guarding of Live parts,3
2347,Mattapan,2016.0,Maintenance,2
2348,Mattapan,2016.0,Means of Egress,1
2349,Mattapan,2016.0,Spaces about Elect. Equip.,1
2350,Mattapan,2016.0,Spaces about electrical equip,1
2351,Mattapan,2016.0,Unsafe and Dangerous,16
2352,Mattapan,2017.0,Failure to Obtain Permit,20
2353,Mattapan,2017.0,Locks and Latches,1
2354,Mattapan,2017.0,Maintenance,2
2355,Mattapan,2017.0,Right of Entry,2
2356,Mattapan,2017.0,Unsafe and Dangerous,11
2357,Mattapan,2017.0,Workmanship,1
2358,Mattapan,2018.0,Building or Use of Premise req,1
2359,Mattapan,2018.0,Failed to comply w permit term,1
2360,Mattapan,2018.0,Failure to Obtain Permit,15
2361,Mattapan,2018.0,Fire and Smoke Protection,1
2362,Mattapan,2018.0,Maintenance,4
2363,Mattapan,2018.0,Means of Egress,1
2364,Mattapan,2018.0,Required Inspections,1
2365,Mattapan,2018.0,Right of Entry,2
2366,Mattapan,2018.0,Specialized codes,1
2367,Mattapan,2018.0,Unsafe and Dangerous,8
2368,Mattapan,2019.0,Acts 1956 as Amended,1
2369,Mattapan,2019.0,Certificate of Occupancy,1
2370,Mattapan,2019.0,Dangerous Structures/Premises,1
2371,Mattapan,2019.0,Emergency Escape & Rescue,1
2372,Mattapan,2019.0,Failed to comply w permit term,3
2373,Mattapan,2019.0,Failure to Obtain Permit,10
2374,Mattapan,2019.0,Maintenance,3
2375,Mattapan,2019.0,Reg. of Construction Hour,1
2376,Mattapan,2019.0,Testing & Certification,1
2377,Mattapan,2019.0,Unsafe and Dangerous,24
2378,Mattapan,2020.0,Certificate of Occupancy,1
2379,Mattapan,2020.0,Failed to comply w permit term,4
2380,Mattapan,2020.0,Failure to Obtain Permit,11
2381,Mattapan,2020.0,Maintenance,4
2382,Mattapan,2020.0,Reg. of Construction Hour,1
2383,Mattapan,2020.0,Unsafe and Dangerous,14
2384,Mattapan,2021.0,Acts 1956 as Amended,1
2385,Mattapan,2021.0,Certificate of Occupancy,2
2386,Mattapan,2021.0,Emergency escape and rescue,1
2387,Mattapan,2021.0,Failed to comply w permit term,2
2388,Mattapan,2021.0,Failure to Obtain Permit,9
2389,Mattapan,2021.0,Maintenance,4
2390,Mattapan,2021.0,Requirements,1
2391,Mattapan,2021.0,Right of Entry,1
2392,Mattapan,2021.0,Unsafe Structures,5
2393,Mattapan,2021.0,Unsafe and Dangerous,13
2394,Mattapan,2022.0,Building or Use of Premise req,1
2395,Mattapan,2022.0,Emergency escape and rescue,1
2396,Mattapan,2022.0,Failure to Obtain Permit,14
2397,Mattapan,2022.0,Maintenance,8
2398,Mattapan,2022.0,No use of premises permit:,4
2399,Mattapan,2022.0,Right of Entry,1
2400,Mattapan,2022.0,Testing & Certification,3
2401,Mattapan,2022.0,Unsafe Structures,9
2402,Mattapan,2023.0,Failure to Obtain Permit,6
2403,Mattapan,2023.0,Inspections,2
2404,Mattapan,2023.0,Maintenance,6
2405,Mattapan,2023.0,Protection of Adj. Property,1
2406,Mattapan,2023.0,Testing & Certification,3
2407,Mattapan,2023.0,Unsafe Structures,9
2408,Mattapan,2023.0,Working Without Electrical Permit,1
2409,Mattapan,2024.0,Building or Use of Premise req,1
2410,Mattapan,2024.0,Defective Plumbing,1
2411,Mattapan,2024.0,Emergency Openings,1
2412,Mattapan,2024.0,Failed to comply w permit term,3
2413,Mattapan,2024.0,Failure to Obtain Permit,23
2414,Mattapan,2024.0,Maintenance,21
2415,Mattapan,2024.0,Means of Egress,1
2416,Mattapan,2024.0,No use of premises permit:,2
2417,Mattapan,2024.0,Number of Exits or Exit Access,1
2418,Mattapan,2024.0,Permits,1
2419,Mattapan,2024.0,Principle #18,1
2420,Mattapan,2024.0,Protection of Adj. Property,1
2421,Mattapan,2024.0,Unsafe Structures,7
2423,Mission Hill,2010.0,Building or Use of Premise req,1
2424,Mission Hill,2010.0,Certificate of Inspection,3
2425,Mission Hill,2010.0,Compliance with Permit,1
2426,Mission Hill,2010.0,Egress,1
2427,Mission Hill,2010.0,Emergency Escape & Rescue,1
2428,Mission Hill,2010.0,Failure to secure permit,1
2429,Mission Hill,2010.0,Fire Escape Affidavit,1
2430,Mission Hill,2010.0,Inspections,5
2431,Mission Hill,2010.0,Maintenance,1
2432,Mission Hill,2010.0,Maintenance of Exterior,1
2433,Mission Hill,2010.0,Protection of Adj. Property,1
2434,Mission Hill,2010.0,Right of Entry,1
2435,Mission Hill,2010.0,Unsafe Maintenance,6
2436,Mission Hill,2010.0,Unsafe Structures,1
2437,Mission Hill,2010.0,Unsafe and Dangerous,4
2438,Mission Hill,2011.0,Building or Use of Premise req,2
2439,Mission Hill,2011.0,Certificate of Inspection,2
2440,Mission Hill,2011.0,Failure to Obtain Permit,10
2441,Mission Hill,2011.0,Failure to secure permit,1
2442,Mission Hill,2011.0,Inspections,3
2443,Mission Hill,2011.0,Maintenance,7
2444,Mission Hill,2011.0,Means of Egress,1
2445,Mission Hill,2011.0,Smoke Detectors,1
2446,Mission Hill,2011.0,Unsafe Maintenance,3
2447,Mission Hill,2011.0,Unsafe Structure,1
2448,Mission Hill,2011.0,Unsafe and Dangerous,5
2449,Mission Hill,2012.0,Building or Use of Premise req,2
2450,Mission Hill,2012.0,Certificate of Occupancy,1
2451,Mission Hill,2012.0,Failure to Obtain Permit,7
2452,Mission Hill,2012.0,Failure to Secure Permit,9
2453,Mission Hill,2012.0,Inspections,1
2454,Mission Hill,2012.0,Maintenance,1
2455,Mission Hill,2012.0,Permits,1
2456,Mission Hill,2012.0,Securing & Supporting,1
2457,Mission Hill,2012.0,Suspension or Revocation,1
2458,Mission Hill,2012.0,Unlawful Acts,2
2459,Mission Hill,2012.0,Unlawful Continuance,1
2460,Mission Hill,2012.0,Unsafe Maintenance,1
2461,Mission Hill,2012.0,Unsafe Structures,3
2462,Mission Hill,2012.0,Unsafe and Dangerous,8
2463,Mission Hill,2013.0,Amended Constuction documanets,1
2464,Mission Hill,2013.0,Building or Use of Premise req,3
2465,Mission Hill,2013.0,Certificate of Occupancy,2
2466,Mission Hill,2013.0,Emergency escape and rescue,1
2467,Mission Hill,2013.0,Failure to Obtain Permit,13
2468,Mission Hill,2013.0,Failure to Secure Permit,2
2469,Mission Hill,2013.0,Failure to call Inspections,1
2470,Mission Hill,2013.0,Inspections,2
2471,Mission Hill,2013.0,Occupancy,1
2472,Mission Hill,2013.0,Protection of Adj. Property,1
2473,Mission Hill,2013.0,Unsafe and Dangerous,14
2474,Mission Hill,2014.0,Certificate of Occupancy,3
2475,Mission Hill,2014.0,Egress,1
2476,Mission Hill,2014.0,Emergency Escape & Rescue,1
2477,Mission Hill,2014.0,Failed to comply w permit term,1
2478,Mission Hill,2014.0,Failure to Obtain Permit,5
2479,Mission Hill,2014.0,Failure to Secure Permit,3
2480,Mission Hill,2014.0,Failure to secure permit,1
2481,Mission Hill,2014.0,Right of Entry,4
2482,Mission Hill,2014.0,Unsafe and Dangerous,6
2483,Mission Hill,2015.0,Building or Use of Premise req,1
2484,Mission Hill,2015.0,Certificate of Inspection,1
2485,Mission Hill,2015.0,Failure to Obtain Permit,13
2486,Mission Hill,2015.0,Flexible Metal Conduit,1
2487,Mission Hill,2015.0,Foyer & Lobbies,1
2488,Mission Hill,2015.0,Inspections,3
2489,Mission Hill,2015.0,Maintenance,5
2490,Mission Hill,2015.0,Periodic Inspections,4
2491,Mission Hill,2015.0,Protection of Adj. Property,1
2492,Mission Hill,2015.0,Right of Entry,5
2493,Mission Hill,2015.0,Testing & Certification,5
2494,Mission Hill,2015.0,Unsafe and Dangerous,11
2495,Mission Hill,2016.0,Exits Maintained,1
2496,Mission Hill,2017.0,Failure to Obtain Permit,1
2497,Mission Hill,2017.0,Unsafe and Dangerous,5
2498,Mission Hill,2018.0,Failure to Obtain Permit,1
2499,Mission Hill,2018.0,Maintenance,1
2500,Mission Hill,2018.0,Right of Entry,1
2501,Mission Hill,2018.0,Testing & Certification,2
2502,Mission Hill,2018.0,Unsafe and Dangerous,2
2503,Mission Hill,2019.0,Certificate of Occupancy,1
2504,Mission Hill,2019.0,Failure to Obtain Permit,3
2505,Mission Hill,2019.0,Maintenance,1
2506,Mission Hill,2019.0,Maintenance of Means of Egress,1
2507,Mission Hill,2019.0,Number of Exits or Exit Access,2
2508,Mission Hill,2019.0,Right of Entry,3
2509,Mission Hill,2019.0,Unsafe and Dangerous,3
2510,Mission Hill,2020.0,Failure to Obtain Permit,2
2511,Mission Hill,2020.0,Maintenance,1
2512,Mission Hill,2020.0,No use of premises permit:,2
2513,Mission Hill,2021.0,Failure to Obtain Permit,1
2514,Mission Hill,2021.0,Maintenance,1
2515,Mission Hill,2021.0,Unsafe Building & Structures,1
2516,Mission Hill,2021.0,Unsafe and Dangerous,2
2517,Mission Hill,2022.0,Failure to Obtain Permit,5
2518,Mission Hill,2022.0,Maintenance,4
2519,Mission Hill,2022.0,Reg. Access to Roof Areas,1
2520,Mission Hill,2022.0,Unsafe Structures,3
2521,Mission Hill,2023.0,Emergency Escape & Rescue,1
2522,Mission Hill,2023.0,Failure to Obtain Permit,4
2523,Mission Hill,2023.0,Maintenance,6
2524,Mission Hill,2023.0,Testing & Certification,1
2525,Mission Hill,2023.0,Unsafe Structure,1
2526,Mission Hill,2023.0,Unsafe Structures,4
2527,Mission Hill,2024.0,Accessible Means of Egress,1
2528,Mission Hill,2024.0,Failed to comply w permit term,3
2529,Mission Hill,2024.0,Failure to Obtain Permit,6
2530,Mission Hill,2024.0,Maintenance,13
2531,Mission Hill,2024.0,Maintenance of Means of Egress,3
2532,Mission Hill,2024.0,Mass State Plumbing Code,4
2533,Mission Hill,2024.0,Periodic Inspections,1
2534,Mission Hill,2024.0,Testing & Certification,6
2535,Mission Hill,2024.0,Unsafe Structures,6
2536,Mission Hill,2024.0,Working Without a Permit,2
2537,North End,2010.0,Inspections,3
2538,North End,2010.0,Maintenance,3
2539,North End,2010.0,Protection of Adj. Property,1
2540,North End,2010.0,Smoke Detectors,1
2541,North End,2010.0,Specialized codes,1
2542,North End,2010.0,Testing & Certification,1
2543,North End,2011.0,Building or Use of Premise req,1
2544,North End,2011.0,Certificate of Occupancy,1
2545,North End,2011.0,Electrical Work w/out a Permit,1
2546,North End,2011.0,Failure to Obtain Permit,1
2547,North End,2011.0,Guarding of Live parts,1
2548,North End,2011.0,Maintenance,1
2549,North End,2011.0,Permits,2
2550,North End,2011.0,Unsafe Structures,3
2551,North End,2011.0,Unsafe and Dangerous,1
2552,North End,2012.0,Accessible Means of Egress,1
2553,North End,2012.0,Failed to comply w permit term,2
2554,North End,2012.0,Failure to Obtain Permit,5
2555,North End,2012.0,Failure to Secure Permit,1
2556,North End,2012.0,Maintenance,2
2557,North End,2012.0,Other Laws,1
2558,North End,2012.0,Right of Entry,2
2559,North End,2012.0,Testing & Certification,1
2560,North End,2012.0,Unsafe Structures,1
2561,North End,2012.0,Unsafe and Dangerous,7
2562,North End,2013.0,Certificate of Occupancy,2
2563,North End,2013.0,Emergency Power Illumination,1
2564,North End,2013.0,Exit Continuity,1
2565,North End,2013.0,Exit Passageways,1
2566,North End,2013.0,Exits Maintained,1
2567,North End,2013.0,Failed to comply w PRMT terms,1
2568,North End,2013.0,Failed to comply w permit term,4
2569,North End,2013.0,Failure to Obtain Permit,8
2570,North End,2013.0,Fire Protection Systems,1
2571,North End,2013.0,Inspections,1
2572,North End,2013.0,Means of Egress,1
2573,North End,2013.0,Means of egress doors,1
2574,North End,2013.0,Number of Exits or Exit Access,1
2575,North End,2013.0,Periodic Inspections,2
2576,North End,2013.0,Testing & Certification,8
2577,North End,2013.0,Unsafe and Dangerous,9
2578,North End,2014.0,Certificate of Occupancy,3
2579,North End,2014.0,Covers & Canopies,1
2580,North End,2014.0,Failed to comply w permit term,3
2581,North End,2014.0,Failure to Obtain Permit,9
2582,North End,2014.0,Fire Walls,1
2583,North End,2014.0,Maintenance,1
2584,North End,2014.0,Protection of Adj. Property,2
2585,North End,2014.0,Secured in Place,1
2586,North End,2014.0,Support Wires,1
2587,North End,2014.0,Testing & Certification,37
2588,North End,2014.0,Unsafe and Dangerous,10
2589,North End,2015.0,Access to Public Way,1
2590,North End,2015.0,Building or Use of Premise req,1
2591,North End,2015.0,Certificate of Occupancy,1
2592,North End,2015.0,Exit Continuity,1
2593,North End,2015.0,Failed to comply w permit term,1
2594,North End,2015.0,Failure to Obtain Permit,7
2595,North End,2015.0,Fire Walls,1
2596,North End,2015.0,Maintenance,2
2597,North End,2015.0,Means of Egress,1
2598,North End,2015.0,Protection of Adj. Property,2
2599,North End,2015.0,Referenced Codes,1
2600,North End,2015.0,Right of Entry,1
2601,North End,2015.0,Testing & Certification,22
2602,North End,2015.0,Unsafe and Dangerous,18
2603,North End,2016.0,Exit Passageways,1
2604,North End,2016.0,Failed to comply w permit term,1
2605,North End,2016.0,Failure to Obtain Permit,5
2606,North End,2016.0,Maintenance,3
2607,North End,2016.0,Protection of Adj. Property,2
2608,North End,2016.0,Stop Work Order,1
2609,North End,2016.0,Temporary Occupancy,1
2610,North End,2016.0,Testing & Certification,17
2611,North End,2016.0,Unsafe and Dangerous,6
2612,North End,2017.0,Exit Passageways,1
2613,North End,2017.0,Failed to comply w permit term,1
2614,North End,2017.0,Failure to Obtain Permit,2
2615,North End,2017.0,Fire Protection Systems,1
2616,North End,2017.0,Maintenance,2
2617,North End,2017.0,Testing & Certification,6
2618,North End,2017.0,Unsafe and Dangerous,13
2619,North End,2018.0,Failure to Obtain Permit,2
2620,North End,2018.0,Maintenance,3
2621,North End,2018.0,Testing & Certification,2
2622,North End,2018.0,Unsafe and Dangerous,6
2623,North End,2019.0,Exhaust Installation,1
2624,North End,2019.0,Failure to Obtain Permit,6
2625,North End,2019.0,Fire Protection Systems,1
2626,North End,2019.0,Maintenance,4
2627,North End,2019.0,Right of Entry,1
2628,North End,2019.0,Testing & Certification,8
2629,North End,2019.0,Unsafe and Dangerous,13
2630,North End,2020.0,Failure to Obtain Permit,2
2631,North End,2020.0,Maintenance,6
2632,North End,2020.0,Testing & Certification,2
2633,North End,2020.0,Unsafe and Dangerous,1
2634,North End,2021.0,Certificate of Occupancy,1
2635,North End,2021.0,Failure to Obtain Permit,3
2636,North End,2021.0,Inspection of exterior walls.,1
2637,North End,2021.0,Maintenance,9
2638,North End,2021.0,Right of Entry,1
2639,North End,2021.0,Testing & Certification,5
2640,North End,2021.0,Unsafe and Dangerous,4
2641,North End,2021.0,Validity of Permit,1
2642,North End,2022.0,Certificate of Occupancy,1
2643,North End,2022.0,Failure to Obtain Permit,2
2644,North End,2022.0,Maintenance,4
2645,North End,2022.0,Right of Entry,1
2646,North End,2022.0,Testing & Certification,22
2647,North End,2023.0,Failed to comply w permit term,2
2648,North End,2023.0,Maintenance,3
2649,North End,2023.0,Suspension or Revocation,1
2650,North End,2023.0,Testing & Certification,7
2651,North End,2023.0,Unsafe Structures,3
2652,North End,2024.0,Failed to comply w permit term,1
2653,North End,2024.0,Failure to Obtain Permit,1
2654,North End,2024.0,Maintenance,6
2655,North End,2024.0,Testing & Certification,10
2656,North End,2024.0,Unsafe and Dangerous,1
2658,Roslindale,2010.0,Building or Use of Premise req,3
2659,Roslindale,2010.0,Certificate of Inspection,1
2660,Roslindale,2010.0,Clearance on Buildings,1
2661,Roslindale,2010.0,Compliance with Permit,1
2662,Roslindale,2010.0,Egress,1
2663,Roslindale,2010.0,Emergency Escape and Rescue Op,1
2664,Roslindale,2010.0,Failure to secure permit,9
2665,Roslindale,2010.0,Inspections,5
2666,Roslindale,2010.0,Maintenance,3
2667,Roslindale,2010.0,Maintenance of Exterior,1
2668,Roslindale,2010.0,Number of Exits or Exit Access,1
2669,Roslindale,2010.0,Outdoor Sale & Display,1
2670,Roslindale,2010.0,Right of Entry,2
2671,Roslindale,2010.0,Securing and Supporting,1
2672,Roslindale,2010.0,Smoke Detectors,1
2673,Roslindale,2010.0,Unsafe Maintenance,6
2674,Roslindale,2010.0,Unsafe Structure,1
2675,Roslindale,2010.0,Unsafe and Dangerous,1
2676,Roslindale,2010.0,Workmanship,1
2677,Roslindale,2011.0,2011 Mass Elec. Code Rule 1,1
2678,Roslindale,2011.0,Building or Use of Premise req,3
2679,Roslindale,2011.0,Certificate of Occupancy,2
2680,Roslindale,2011.0,Covers & Canopies,1
2681,Roslindale,2011.0,Electrical Work w/out Permit,2
2682,Roslindale,2011.0,Failure to Obtain Permit,3
2683,Roslindale,2011.0,Failure to Secure Permit,3
2684,Roslindale,2011.0,Failure to secure permit,3
2685,Roslindale,2011.0,Inspections,4
2686,Roslindale,2011.0,Maintenance,11
2687,Roslindale,2011.0,Other Inspections,1
2688,Roslindale,2011.0,Permits,1
2689,Roslindale,2011.0,Right of Entry,3
2690,Roslindale,2011.0,Securing and Supporting,2
2691,Roslindale,2011.0,Unsafe & Dangerous,1
2692,Roslindale,2011.0,Unsafe Maintanence,1
2693,Roslindale,2011.0,Unsafe Structures,2
2694,Roslindale,2011.0,Unsafe and Dangerous,4
2695,Roslindale,2011.0,Use of Premises,2
2696,Roslindale,2011.0,Uses not permitted,2
2697,Roslindale,2011.0,Working Space,1
2698,Roslindale,2012.0,Building or Use of Premise req,4
2699,Roslindale,2012.0,Certificate of Occupancy,1
2700,Roslindale,2012.0,Construction Documents,1
2701,Roslindale,2012.0,Continuity,1
2702,Roslindale,2012.0,Electrical Work w/out Permit,2
2703,Roslindale,2012.0,Failed to comply w permit term,1
2704,Roslindale,2012.0,Failure to Obtain Permit,19
2705,Roslindale,2012.0,Failure to Secure Permit,2
2706,Roslindale,2012.0,Fire Walls,1
2707,Roslindale,2012.0,"Installation, uses permitted",1
2708,Roslindale,2012.0,Maintenance,1
2709,Roslindale,2012.0,Mass. State Electrical Code,1
2710,Roslindale,2012.0,Proper Maintenance,1
2711,Roslindale,2012.0,Right of Entry,3
2712,Roslindale,2012.0,Rule 10,1
2713,Roslindale,2012.0,Seperation Walls,1
2714,Roslindale,2012.0,Unlawful Continuance,1
2715,Roslindale,2012.0,Unsafe & Dangerous,2
2716,Roslindale,2012.0,Unsafe and Dangerous,9
2717,Roslindale,2012.0,Uses not permitted,1
2718,Roslindale,2013.0,Building or Use of Premise req,1
2719,Roslindale,2013.0,Deteriorating Agents,1
2720,Roslindale,2013.0,Failed to comply w permit term,3
2721,Roslindale,2013.0,Failure to Obtain Permit,16
2722,Roslindale,2013.0,Failure to Secure Permit,4
2723,Roslindale,2013.0,N.F.P.A.-Ventilation,1
2724,Roslindale,2013.0,Periodic Inspections,4
2725,Roslindale,2013.0,Permits,1
2726,Roslindale,2013.0,Right of Entry,4
2727,Roslindale,2013.0,Size and Rating,1
2728,Roslindale,2013.0,Unlawful Continuance,1
2729,Roslindale,2013.0,Unsafe and Dangerous,13
2730,Roslindale,2013.0,Uses not permitted,1
2731,Roslindale,2013.0,Wiring Integrity,1
2732,Roslindale,2014.0,Building or Use of Premise req,2
2733,Roslindale,2014.0,Certificate of Occupancy,4
2734,Roslindale,2014.0,Enforcement,1
2735,Roslindale,2014.0,Failure to Obtain Permit,26
2736,Roslindale,2014.0,Prohibited Locations,1
2737,Roslindale,2014.0,Protection of Adj. Property,1
2738,Roslindale,2014.0,Right of Entry,5
2739,Roslindale,2014.0,Unlawful Continuance,1
2740,Roslindale,2014.0,Unsafe and Dangerous,16
2741,Roslindale,2015.0,Failure to Obtain Permit,20
2742,Roslindale,2015.0,Maintenance,1
2743,Roslindale,2015.0,Right of Entry,1
2744,Roslindale,2015.0,Suspension or Revocation,1
2745,Roslindale,2015.0,Unsafe and Dangerous,10
2746,Roslindale,2016.0,Building or Use of Premise req,1
2747,Roslindale,2016.0,Failed to comply w permit term,1
2748,Roslindale,2016.0,Failure to Obtain Permit,13
2749,Roslindale,2016.0,Failure to Secure Permit,1
2750,Roslindale,2016.0,Maintenance,1
2751,Roslindale,2016.0,Right of Entry,1
2752,Roslindale,2016.0,Unsafe and Dangerous,12
2753,Roslindale,2017.0,Acts 1956 as Amended,1
2754,Roslindale,2017.0,Failure to Obtain Permit,18
2755,Roslindale,2017.0,Maintenance,5
2756,Roslindale,2017.0,No use of premises permit:,1
2757,Roslindale,2017.0,Retaining Wall,1
2758,Roslindale,2017.0,Unsafe and Dangerous,12
2759,Roslindale,2018.0,Emergency escape and rescue,1
2760,Roslindale,2018.0,Failed to comply w permit term,4
2761,Roslindale,2018.0,Failure to Obtain Permit,14
2762,Roslindale,2018.0,Fire Extinguishers,1
2763,Roslindale,2018.0,Maintenance,1
2764,Roslindale,2018.0,Protection of Adj. Property,2
2765,Roslindale,2018.0,Unsafe and Dangerous,11
2766,Roslindale,2019.0,Certificate of Occupancy,1
2767,Roslindale,2019.0,Failure to Obtain Permit,7
2768,Roslindale,2019.0,Maintenance,3
2769,Roslindale,2019.0,Reg. of Construction Hour,1
2770,Roslindale,2019.0,Unsafe and Dangerous,4
2771,Roslindale,2019.0,Validity of Permit,1
2772,Roslindale,2020.0,Failure to Obtain Permit,13
2773,Roslindale,2020.0,Inspections,1
2774,Roslindale,2020.0,Maintenance,3
2775,Roslindale,2020.0,No use of premises permit:,2
2776,Roslindale,2020.0,Unsafe and Dangerous,5
2777,Roslindale,2021.0,Failed to comply w permit term,2
2778,Roslindale,2021.0,Failure to Obtain Permit,3
2779,Roslindale,2021.0,Unsafe Structures,2
2780,Roslindale,2021.0,Unsafe and Dangerous,3
2781,Roslindale,2022.0,Building or Use of Premise req,1
2782,Roslindale,2022.0,Certificate of Occupancy,1
2783,Roslindale,2022.0,Failed to comply w permit term,1
2784,Roslindale,2022.0,Failure to Obtain Permit,8
2785,Roslindale,2022.0,Maintenance,1
2786,Roslindale,2022.0,Testing & Certification,3
2787,Roslindale,2022.0,Unsafe Structures,8
2788,Roslindale,2023.0,Expansion Fittings,1
2789,Roslindale,2023.0,Failure to Obtain Permit,3
2790,Roslindale,2023.0,Maintenance,3
